"Incident Number","Day and Month Reported","Year Reported","Police Shift","Offense Code","Offense Type","Offense Definition","Offense Sub-Category","Offense Category","Block Code","Ward"
"21056885","10/29","2021","Day Shift (8AM - 4PM)","250","Counterfeiting/Forgery","The altering, copying, or imitating of something, without authority or right, with the intent to deceive or defraud by passing the copy or thing altered or imitated as that which is original or genuine, or the selling, buying, or possession of an altered, copied, or imitated thing with the intent to deceive or defraud.","Counterfeiting/Forgery","Crimes against Property","250173508001003","7              "
"21056894","10/29","2021","Day Shift (8AM - 4PM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173501061006","1              "
"21056927","10/29","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173514041004","1              "
"21056937","10/29","2021","First Half (4PM - Midnight)","90Z","All Other Offenses","All crimes that are not included in one of the specifically named crime offenses nor the crimes that have been removed from this dataset due to their sensitive in nature. 
 
 This category includes Offenses of General Applicability which are those prefixed by Accessory Before/After the Fact, Aiding and Abetting, Assault to Commit, Conspiracy to Commit, Enticement, Facilitation of, Solicitation to Commit, Threat to Commit, or any other prefix identifying it as other than the substantive offense.","All Other Offenses","Other","250173515003000","2              "
"21056939","10/29","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501091011","4              "
"21056968","10/29","2021","First Half (4PM - Midnight)","991, 998, 999","Other Criminal MV Offenses","Other Criminal MV Offenses represent select criminal motor vehicle offenses (with the exception of Driving Under the Influence, Hit and Run of a person, and Vehicular Manslaughter). Examples include: Unlicensed Operation of MV; Attaching Wrong MV Plates; Uninsured MV (Criminal); and Leave Scene of Property Damage.","Other Criminal MV Offenses","Other","250173507023002","7              "
"21057097","10/30","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501082003","4              "
"21057122","10/30","2021","Day Shift (8AM - 4PM)","13B","Simple Assault","An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.","Assault Offenses","Crimes against Person","250173501061003","1              "
"21057144","10/30","2021","First Half (4PM - Midnight)","991, 998, 999","Other Criminal MV Offenses","Other Criminal MV Offenses represent select criminal motor vehicle offenses (with the exception of Driving Under the Influence, Hit and Run of a person, and Vehicular Manslaughter). Examples include: Unlicensed Operation of MV; Attaching Wrong MV Plates; Uninsured MV (Criminal); and Leave Scene of Property Damage.","Other Criminal MV Offenses","Other","250173507022002","7              "
"21057555","11/1","2021","Day Shift (8AM - 4PM)","26B","Credit Card/Atm Machine Fraud","The unlawful use of a credit/debit card, credit/debit card number, or automatic teller machine for fraudulent purposes.","Fraud Offenses","Crimes against Property","250173501081005","4              "
"21057566","11/1","2021","Day Shift (8AM - 4PM)","120","Robbery","The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.","Robbery","Crimes against Property","250173501061004","1              "
"21057589","11/1","2021","First Half (4PM - Midnight)","23D","Theft From Building","The unlawful taking of items from within a building which is either open to the general public or to which the offender has legal access.","Larceny/Theft Offenses","Crimes against Property","250173511013002","4              "
"21057656","11/2","2021","Last Half (Midnight - 8AM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173395001019","6              "
"21057674","11/2","2021","Last Half (Midnight - 8AM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173507022001","7              "
"21057764","11/2","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173502013003","1              "
"21057765","11/2","2021","Day Shift (8AM - 4PM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173513001009","3              "
"21057785","11/2","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173512042009","2              "
"21057787","11/2","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501061014","1              "
"21057792","11/2","2021","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173511013002","4              "
"21057818","11/2","2021","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173512041010","2              "
